"","X","customer_no","Contribution_cont_amt","Contribution_campaign_name","Contribution_cont_dt","Constituency_1","Constituency_2","Constituency_3","Constituency_4","Constituency_5","Constituency_6","Address_postal_code","cont_yr","cont_month","clean_zips","lat","long"
"8021",8021,3894932,50,"CLd02 Annual Fund","2/4/2010 0:00","bwS",NA,NA,NA,NA,NA,"15601-8737",1999,9,15009,40.695281,-80.3299
"8022",8022,19476,100,"CLd17 Annual Fund","10/9/2012 0:00","ptT",NA,NA,NA,NA,NA,"15237-1075",2016,8,26301,39.281289,-80.34348
"8023",8023,3678556,100,"CLd06 Annual Fund","11/19/2015 0:00","clS",NA,NA,NA,NA,NA,"15235-2020",2013,12,15642,40.325902,-79.71324
"8024",8024,294482,300,"CLd08 Wine Tasting & Auction","8/7/2014 0:00",NA,"clS",NA,NA,NA,NA,"15116-1725",2016,12,15701,40.626307,-79.16146
"8025",8025,539625,25,"CLd12 Annual Fund","8/28/2013 0:00",NA,NA,NA,NA,NA,NA,"15044-9340",2015,7,15202,40.502918,-80.0704
"8026",8026,3792996,25,"CLd14 Annual Fund","3/6/2014 0:00",NA,NA,NA,NA,NA,NA,"15202-1106",2015,6,16066,40.700423,-80.11374
"8027",8027,3262086,180,"CLd12 Annual Fund","6/26/2013 0:00",NA,NA,NA,NA,NA,NA,"15241-2860",2013,4,15243,40.372669,-80.0712
"8028",8028,565934,25,"CLd16 Annual Fund","7/13/2016 0:00",NA,NA,NA,NA,NA,NA,"32763-5009",2006,2,16830,41.026239,-78.43838
"8029",8029,3391303,100,"CLd01 Annual Fund","6/19/2013 0:00","clS",NA,NA,NA,NA,NA,"15825-1242",2016,11,15241,40.329619,-80.07364
"8030",8030,333055,250,"CLd14 Annual Fund","7/26/2007 0:00","bwS",NA,NA,NA,NA,NA,"34201-2031",2013,5,15739,40.677609,-79.16422
"8031",8031,4070438,100,"CLd15 Annual Fund","5/19/1997 0:00","clS",NA,NA,NA,NA,NA,"32763-5009",2013,5,15215,40.497701,-79.9157
"8032",8032,3076090,5000,"CLd13 Annual Fund","7/7/2011 0:00","clS",NA,NA,NA,NA,NA,"15224-2318",2016,3,26302,39.26277,-80.30858
"8033",8033,3064925,50,"CLd13 Annual Fund","9/8/2004 0:00",NA,"clS",NA,NA,NA,NA,"15057-4418",2014,6,15015,40.635147,-80.08369
"8034",8034,324922,25,"CLd15 Annual Fund","1/9/2006 0:00",NA,NA,NA,NA,NA,NA,"15220-4903",1998,11,15317,40.26819,-80.16222
"8035",8035,190776,25,"CLd16 Annual Fund","2/25/2015 0:00","ptS","ptT",NA,NA,NA,NA,"15682-0068",2002,10,15147,40.498218,-79.83426
"8036",8036,498739,100,"CLd99 Annual Fund","11/2/2010 0:00","btS",NA,NA,NA,NA,NA,"15044-6082",2005,5,15208,40.455168,-79.89709
"8037",8037,125094,25,"CLd01 Academy Fund","3/4/2016 0:00",NA,"clS",NA,NA,NA,NA,"15222-3504",2016,3,15222,40.447036,-79.99313
"8038",8038,292272,1000,"CLd16 Annual Fund","1/13/2004 0:00",NA,NA,NA,NA,NA,NA,"15068-9749",2016,11,23608,37.151315,-76.54812
"8039",8039,4050389,50,"CLd14 Annual Fund","4/19/2016 0:00",NA,NA,NA,NA,NA,NA,"15227-3810",2012,8,15217,40.430919,-79.92569
"8040",8040,3496967,25,"CLd08 Annual Fund","3/24/1997 0:00","bwS",NA,NA,NA,NA,NA,"15227-4405",2015,4,16262,40.839519,-79.65268
"8041",8041,4084299,20,"CLd16 Annual Fund","10/29/2015 0:00","clS",NA,NA,NA,NA,NA,"32082-2316",1999,12,15009,40.695281,-80.3299
"8042",8042,3502905,50,"CLd04 Annual Fund","1/21/2004 0:00",NA,NA,NA,NA,NA,NA,"15139-1023",2016,11,15681,40.500852,-79.4463
"8043",8043,629309,125,"CLd08 Annual Fund","1/28/1999 0:00","bwS","opT",NA,NA,NA,NA,"16045-1304",2015,8,34293,27.055013,-82.3973
"8044",8044,3338532,25,"CLd03 Annual Fund","8/16/2004 0:00","ptT",NA,NA,NA,NA,NA,"15332-1504",2013,8,15228,40.372802,-80.0448
"8045",8045,3789059,35,"CLd12 Annual Fund","2/19/2016 0:00","clS",NA,NA,NA,NA,NA,"26554-3415",2002,11,15237,40.552768,-80.03227
"8046",8046,450313,300,"CLd15 Annual Fund","8/16/2011 0:00","clS",NA,NA,NA,NA,NA,"15136-1005",2010,2,16120,40.875943,-80.46851
"8047",8047,3403146,25,"CLd11 Annual Fund","9/30/2013 0:00",NA,NA,NA,NA,NA,NA,"34236-8928",2016,9,15106,40.404119,-80.09014
"8048",8048,3434744,25,"CLd16 Annual Fund","2/9/2004 0:00",NA,NA,NA,NA,NA,NA,"16652-3581",2016,8,15222,40.447036,-79.99313
"8049",8049,3541808,50,"CLd14 Annual Fund","10/28/2010 0:00",NA,"btS",NA,NA,NA,NA,"15102-3906",2015,12,44683,40.373604,-81.34146
"8050",8050,3511833,10,"CLd11 Annual Fund","9/21/2006 0:00","opT",NA,NA,NA,NA,NA,"15208-2910",2013,6,23112,37.427988,-77.64868
"8051",8051,154466,22.5,"CLd15 Annual Fund","11/25/2014 0:00",NA,NA,NA,NA,NA,NA,"15227",2014,12,15108,40.500665,-80.18464
"8052",8052,334022,25,"CLd05 Annual Fund","10/25/2013 0:00","clS",NA,NA,NA,NA,NA,"15044-8492",2016,10,16120,40.875943,-80.46851
"8053",8053,125093,100,"CLd16 Annual Fund","9/30/2011 0:00","clS",NA,NA,NA,NA,NA,"15126-9621",2004,11,15317,40.26819,-80.16222
"8054",8054,3956696,50,"CLd16 Annual Fund","3/8/2016 0:00","ptT",NA,NA,NA,NA,NA,"15207-1840",2014,6,15237,40.552768,-80.03227
"8055",8055,3551471,35,"CLd06 Wine Tasting & Auction","6/14/2016 0:00","ptT",NA,NA,NA,NA,NA,"15135-2114",2011,3,15237,40.552768,-80.03227
"8056",8056,3985413,100,"CLd05 Annual Fund","7/9/2000 0:00",NA,NA,NA,NA,NA,NA,"15241-3639",2002,3,15222,40.447036,-79.99313
"8057",8057,148941,50,"CLd00 Annual Fund","12/24/2015 0:00",NA,"ptT",NA,NA,NA,NA,"15108-9473",2015,4,15237,40.552768,-80.03227
"8058",8058,673351,10,"CLd03 Annual Fund","7/29/2016 0:00","clS",NA,NA,NA,NA,NA,"15226-1304",2013,6,15944,40.371165,-79.0772
"8059",8059,157512,10,"CLd10 Annual Fund","1/19/2017 0:00","btS",NA,NA,NA,NA,NA,"15010-2664",2010,9,16052,40.898789,-80.06125
"8060",8060,3027481,100,"CLd05 Annual Fund","11/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15425-6222",2007,9,15228,40.372802,-80.0448
"8061",8061,3634526,10,"CLd16 Annual Fund","12/7/2015 0:00",NA,NA,NA,NA,NA,NA,"15228-2352",1999,5,15301,40.170663,-80.25185
"8062",8062,3011115,100,"CLd16 Annual Fund","9/21/2007 0:00","clS","clS",NA,NA,NA,NA,"32168-7964",2014,9,15042,40.682566,-80.23208
"8063",8063,3136716,50,"CLd14 Annual Fund","8/15/2015 0:00",NA,"clS",NA,NA,NA,NA,"15063-9658",2011,8,15202,40.502918,-80.0704
"8064",8064,3708,25,"CLd13 Annual Fund","5/18/2016 0:00",NA,NA,NA,NA,NA,NA,"15239-1302",2005,11,44709,40.836508,-81.38548
"8065",8065,49411,50,"CLd12 Annual Fund","10/25/2013 0:00",NA,NA,NA,NA,NA,NA,"16057-2946",2008,12,15221,40.438035,-79.87191
"8066",8066,64977,25,"CLd10 Wine Tasting & Auction","2/16/2005 0:00","bwS",NA,NA,NA,NA,NA,"15144-1317",2011,10,15215,40.497701,-79.9157
"8067",8067,160519,25,"CLd14 Annual Fund","10/25/2013 0:00",NA,NA,NA,NA,NA,NA,"15237-5950",2014,5,15201,40.471468,-79.95726
"8068",8068,3009098,120,"CLd13 Annual Fund","3/22/2013 0:00","bwS",NA,NA,NA,NA,NA,"26041-2204",2013,7,15243,40.372669,-80.0712
"8069",8069,143523,160,"CLd15 Annual Fund","9/30/2012 0:00",NA,NA,NA,NA,NA,NA,"15001-1168",2014,7,15147,40.498218,-79.83426
"8070",8070,138895,60,"CLd16 Annual Fund","11/19/2015 0:00",NA,NA,NA,NA,NA,NA,"15143-1176",2013,8,15042,40.682566,-80.23208
"8071",8071,3154226,125,"CLd01 Annual Fund","5/25/2016 0:00","clS","ptS",NA,NA,NA,NA,"15601-3642",2009,10,15065,40.628522,-79.72566
"8072",8072,3229878,10,"CLd14 Annual Fund","10/14/2016 0:00",NA,NA,NA,NA,NA,NA,"16066-4134",2013,11,15202,40.502918,-80.0704
"8073",8073,706182,100,"CLd16 Annual Fund","7/28/2005 0:00","clS",NA,NA,NA,NA,NA,"15238-2205",2010,6,43952,40.371185,-80.63426
"8074",8074,14977,20,"CLd15 Annual Fund","3/16/2011 0:00",NA,NA,NA,NA,NA,NA,"21740-1791",2011,12,15237,40.552768,-80.03227
"8075",8075,241474,50,"CLd12 Wine Tasting & Auction","10/1/2004 0:00","ptT",NA,NA,NA,NA,NA,"15235-2719",2003,2,15213,40.443269,-79.95487
"8076",8076,3260957,72,"CLd10 Annual Fund","12/19/2014 0:00","bwS",NA,"ptT",NA,NA,NA,"15102-1886",2014,5,15905,40.302374,-78.93802
"8077",8077,587487,200,"CLd16 Annual Fund","4/13/2016 0:00",NA,NA,NA,NA,NA,NA,"15101-3470",2010,3,15216,40.400319,-80.03566
"8078",8078,3876523,10,"CLd14 Annual Fund","6/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15202-1926",2006,11,15222,40.447036,-79.99313
"8079",8079,3172402,500,"CLd16 Annual Fund","10/30/2012 0:00",NA,"ptS",NA,NA,NA,NA,"15401-2802",2007,3,15228,40.372802,-80.0448
"8080",8080,56579,100,"CLd09 Annual Fund","5/14/2007 0:00","btS",NA,NA,NA,NA,NA,"15237-4800",2011,4,15120,40.395336,-79.90635
"8081",8081,206405,50,"CLd11 Annual Fund","11/16/1999 0:00",NA,NA,"ptT",NA,NA,NA,"15217-1456",1996,11,15668,40.451664,-79.67948
"8082",8082,109427,25,"CLd13 Annual Fund","7/18/2005 0:00",NA,NA,NA,NA,NA,NA,"15101-3120",2010,2,15241,40.329619,-80.07364
"8083",8083,3288312,150,"CLd14 Annual Fund","7/27/2016 0:00",NA,NA,NA,NA,NA,NA,"15243-1836",2006,2,15001,40.603966,-80.28776
"8084",8084,311613,25,"CLd07 Annual Fund","11/4/2013 0:00",NA,NA,NA,NA,NA,NA,"15037-1441",2011,12,15102,40.324535,-80.03864
"8085",8085,146552,1.5,"CLd16 Annual Fund","7/14/2003 0:00",NA,NA,NA,NA,NA,NA,"15212-3609",2012,7,16066,40.700423,-80.11374
"8086",8086,3144819,70,"CLd14 Annual Fund","1/20/2015 0:00",NA,"ptT",NA,NA,NA,NA,"15108-7780",2013,11,15642,40.325902,-79.71324
"8087",8087,3927328,25,"CLd01 Annual Fund","7/13/2015 0:00",NA,"clS",NA,NA,NA,NA,"15237-1530",1999,2,15037,40.258438,-79.85946
"8088",8088,62070,100,"CLd17 Annual Fund","9/5/2013 0:00","clS",NA,NA,NA,NA,NA,"15241-3207",2010,12,15090,40.617016,-80.05916
"8089",8089,3397149,5000,"CLd13 Annual Fund","2/27/2009 0:00",NA,NA,"opT",NA,NA,NA,"15217-1433",2011,8,16201,40.809467,-79.49922
"8090",8090,3466233,50,"CLd14 Annual Fund","10/21/1998 0:00",NA,NA,NA,NA,NA,NA,"15202-2116",2006,1,15102,40.324535,-80.03864
"8091",8091,4055617,120,"CLd16 Annual Fund","11/10/2009 0:00","clS",NA,NA,NA,NA,NA,"15229-2013",2002,8,15221,40.438035,-79.87191
"8092",8092,3220217,50,"CLd12 Annual Fund","6/10/1998 0:00","clS",NA,NA,NA,NA,NA,"15015-1219",2015,4,15642,40.325902,-79.71324
"8093",8093,260947,250,"CLd15 Annual Fund","4/2/2012 0:00",NA,NA,NA,NA,NA,NA,"15221-3352",2016,4,15642,40.325902,-79.71324
"8094",8094,3066859,50,"CLd13 Annual Fund","4/2/2007 0:00","clS","btS",NA,NA,NA,NA,"15217-2551",2008,8,15236,40.342869,-79.97929
"8095",8095,125093,150,"CLd15 Annual Fund","4/28/2009 0:00",NA,NA,NA,NA,NA,NA,"15090-9400",2014,4,15143,40.561091,-80.15554
"8096",8096,57083,25,"CLd03 Annual Fund","4/2/1998 0:00","clS",NA,NA,NA,NA,NA,"15215-1037",2011,12,15210,40.409219,-79.98948
"8097",8097,3219874,600,"CLd10 Annual Fund","7/22/2006 0:00",NA,"ptS",NA,NA,NA,NA,"16127-6371",2014,8,15132,40.341919,-79.84791
"8098",8098,3475730,25,"CLd10 Wine Tasting & Auction","7/31/2009 0:00",NA,NA,NA,NA,NA,NA,"15202-1856",2015,8,15238,40.518701,-79.86744
"8099",8099,334491,100,"CLd15 Annual Fund","12/13/2007 0:00","clS","clS",NA,NA,NA,NA,"15642-9510",2015,2,16001,40.877664,-79.9113
"8100",8100,3419749,50,"CLd17 Annual Fund","3/6/2015 0:00","clS",NA,NA,NA,NA,NA,"15201-2808",2016,4,15228,40.372802,-80.0448
"8101",8101,263193,25,"CLd14 Wine Tasting & Auction","8/28/2013 0:00",NA,NA,NA,NA,NA,NA,"15143-9340",2000,6,15227,40.377869,-79.97516
"8102",8102,3387266,250,"CLd16 Cerveris Cabaret Event","7/31/2015 0:00",NA,NA,NA,NA,NA,NA,"15237-5950",2016,4,15222,40.447036,-79.99313
"8103",8103,3456902,180,"CLd16 Annual Fund","9/5/2015 0:00","bwS",NA,NA,NA,NA,NA,"15201-3254",2016,2,15101,40.570915,-79.96033
"8104",8104,3278531,144,"CLd14 Annual Fund","5/16/2014 0:00","btS",NA,NA,NA,NA,NA,"15106-1200",2016,12,15232,40.454018,-79.9325
"8105",8105,3691917,250,"CLd14 Annual Fund","7/31/2016 0:00","clS",NA,"opT",NA,NA,NA,"16602-2902",2016,2,15238,40.518701,-79.86744
"8106",8106,202304,250,"CLd15 Annual Fund","11/19/2009 0:00","bwS",NA,NA,NA,NA,NA,"15211-1312",2015,7,44432,40.757793,-80.7642
"8107",8107,3703834,29,"CLd10 Annual Fund","8/10/2009 0:00",NA,NA,NA,NA,NA,NA,"15656-8253",2013,7,16201,40.809467,-79.49922
"8108",8108,3558823,50,"CLd14 Annual Fund","9/17/2015 0:00",NA,NA,NA,NA,NA,NA,"15717-1282",2016,2,15090,40.617016,-80.05916
"8109",8109,195912,25,"CLd16 Annual Fund","8/5/2015 0:00","bwS",NA,NA,NA,NA,NA,"15139-0191",2015,2,15229,40.518368,-80.03364
"8110",8110,129367,25,"CLd09 Annual Fund","10/27/2010 0:00",NA,NA,NA,NA,NA,NA,"15213-2640",2007,7,15102,40.324535,-80.03864
"8111",8111,410867,100,"CLd08 Annual Fund","6/29/2008 0:00",NA,NA,NA,NA,NA,NA,"15229-1834",2015,9,15222,40.447036,-79.99313
"8112",8112,3126311,25,"CLd15 Annual Fund","10/28/2010 0:00","clS",NA,NA,NA,NA,NA,"26508-8602",2009,6,15142,40.379549,-80.12451
"8113",8113,3938775,100,"CLd13 Annual Fund","5/18/2016 0:00",NA,NA,NA,NA,NA,NA,"15044-7422",2015,5,15202,40.502918,-80.0704
"8114",8114,3501149,50,"CLd14 Annual Fund","8/22/2016 0:00","btS",NA,NA,NA,NA,NA,"15342-1213",2015,9,15090,40.617016,-80.05916
"8115",8115,3382325,1000,"CLd16 Annual Fund","9/30/2012 0:00",NA,NA,NA,NA,NA,NA,"15010-1056",2003,7,15090,40.617016,-80.05916
"8116",8116,3254010,100,"CLd12 Annual Fund","9/30/2011 0:00","bwS",NA,NA,NA,NA,NA,"15143-8798",2015,11,15222,40.447036,-79.99313
"8117",8117,301254,60,"CLd16 Annual Fund","5/31/2016 0:00",NA,NA,NA,NA,NA,NA,"15108-9220",1999,5,16146,41.230106,-80.49896
"8118",8118,3018771,25,"CLd16 Annual Fund","11/3/2015 0:00","clS",NA,NA,NA,NA,NA,"15003-1756",2007,9,15217,40.430919,-79.92569
"8119",8119,3125190,150,"CLd16 Annual Fund","11/25/2014 0:00","ptS",NA,NA,NA,NA,NA,"26070-1852",2006,11,15223,40.503768,-79.95164
"8120",8120,3237543,25,"CLd14 Annual Fund","7/24/2013 0:00",NA,"clS",NA,NA,NA,NA,"15317-3049",2003,9,15234,40.369619,-80.01831
"8121",8121,332935,150,"CLd00 Annual Fund","7/27/2009 0:00","clS",NA,NA,NA,NA,NA,"15221-2528",2000,10,15215,40.497701,-79.9157
"8122",8122,3951279,100,"CLd13 Annual Fund","12/2/2014 0:00",NA,NA,NA,NA,NA,NA,"15238-1718",2013,8,15090,40.617016,-80.05916
"8123",8123,4052220,50,"CLd16 Annual Fund","2/5/2016 0:00","clS",NA,NA,NA,NA,NA,"15147-3898",2012,4,15211,40.428369,-80.01269
"8124",8124,3206038,100,"CLd16 Annual Fund","12/10/2015 0:00","bwS",NA,NA,NA,NA,NA,"15222",2014,5,15065,40.628522,-79.72566
"8125",8125,3027175,100,"CLd03 Annual Fund","9/16/2008 0:00","btS",NA,NA,NA,NA,NA,"15317-5023",2014,7,15201,40.471468,-79.95726
"8126",8126,399750,50,"CLd09 Annual Fund","3/8/2006 0:00",NA,"clS",NA,NA,NA,NA,"16046-4006",2014,11,15216,40.400319,-80.03566
"8127",8127,3990041,100,"CLd13 Annual Fund","12/5/2016 0:00",NA,NA,NA,NA,NA,NA,"15222-3504",2016,2,15238,40.518701,-79.86744
"8128",8128,21876,5,"CLd07 Amici Opening","4/26/2015 0:00","clS","ptT",NA,NA,NA,NA,"16059-1430",2014,8,15425,40.024138,-79.58414
"8129",8129,295367,25,"CLd08 Annual Fund","9/25/2015 0:00",NA,NA,NA,NA,NA,NA,"15116-3016",2015,2,15228,40.372802,-80.0448
"8130",8130,3595319,100,"CLd13 Annual Fund","2/20/2008 0:00",NA,"clS",NA,NA,NA,NA,"15108-3471",2016,11,43950,40.086725,-80.90826
"8131",8131,3607914,100,"CLd16 Annual Fund","7/31/2016 0:00","poS","ptT",NA,NA,NA,NA,"15065-1333",2014,11,26062,40.412067,-80.57542
"8132",8132,64977,100,"CLd16 Annual Fund","8/14/2012 0:00","opT",NA,"poS",NA,NA,NA,"15090-7329",2015,7,43953,40.369467,-80.70251
"8133",8133,140477,25,"CLd13 Annual Fund","10/28/2010 0:00","clS","ptT",NA,NA,NA,NA,"15143-1490",2013,9,15147,40.498218,-79.83426
"8134",8134,181615,25,"CLd13 Annual Fund","7/26/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-9004",2011,10,15101,40.570915,-79.96033
"8135",8135,106388,500,"CLd00 Annual Fund","11/17/2015 0:00","bwS","clS",NA,NA,NA,NA,"15206-2212",2016,10,15213,40.443269,-79.95487
"8136",8136,270405,50,"CLd00 Annual Fund","1/25/2017 0:00","ptT",NA,NA,NA,NA,NA,"15215-1037",2014,8,15101,40.570915,-79.96033
"8137",8137,3061395,25,"CLd13 Annual Fund","9/27/2016 0:00",NA,NA,"opT",NA,NA,NA,"15223-1823",2014,7,15340,40.290375,-80.31845
"8138",8138,3174863,25,"CLd13 Annual Fund","3/7/2016 0:00","clS",NA,NA,NA,NA,NA,"15108-3735",2015,12,15905,40.302374,-78.93802
"8139",8139,3199029,25,"CLd04 Annual Fund","6/5/2015 0:00","bwS",NA,NA,NA,NA,NA,"15317-3906",2007,9,16335,41.637502,-80.15214
"8140",8140,8788,25,"CLd13 Annual Fund","10/15/2015 0:00","poS",NA,NA,NA,NA,NA,"15237-1546",2004,12,15946,40.384718,-78.6651
"8141",8141,3201262,500,"CLd17 Annual Fund","12/12/2011 0:00","bwS",NA,NA,NA,NA,NA,"43950-9738",2007,1,15668,40.451664,-79.67948
"8142",8142,3056670,25,"CLd15 Taste for Talent","12/6/2004 0:00","bwS",NA,NA,NA,NA,NA,"15089-2701",2014,11,15237,40.552768,-80.03227
"8143",8143,3459894,20,"CLd16 Annual Fund","10/30/2012 0:00","clS",NA,NA,NA,NA,NA,"15216-2911",2013,6,15238,40.518701,-79.86744
"8144",8144,559418,150,"CLd02 Annual Fund","11/23/2010 0:00",NA,NA,NA,NA,NA,NA,"21502-6149",2016,7,15017,40.351802,-80.11534
"8145",8145,3174863,25,"CLd14 Annual Fund","7/12/2011 0:00",NA,"clS",NA,NA,NA,NA,"15238-2205",2016,9,15210,40.409219,-79.98948
"8146",8146,4049565,250,"CLd06 Annual Fund","2/19/2003 0:00",NA,NA,NA,NA,NA,NA,"15232-2219",2010,4,15213,40.443269,-79.95487
"8147",8147,3518881,50,"CLd09 Annual Fund","4/2/2014 0:00",NA,NA,NA,NA,NA,NA,"15102-1314",2007,6,15701,40.626307,-79.16146
"8148",8148,3929424,25,"CLd14 Annual Fund","3/15/2016 0:00","clS",NA,NA,NA,NA,NA,"15102-3715",2003,1,15644,40.329238,-79.61469
"8149",8149,3052271,20,"CLd15 Annual Fund","4/30/2009 0:00","bwS","clS",NA,NA,NA,NA,"15237-4041",2011,4,15090,40.617016,-80.05916
"8150",8150,397434,50,"CLd13 Taste for Talent","9/30/2013 0:00",NA,NA,NA,NA,NA,NA,"15650-9013",2016,10,15222,40.447036,-79.99313
"8151",8151,3657690,25,"CLd12 Annual Fund","6/10/1997 0:00",NA,"ptT",NA,NA,NA,NA,"15129-9279",2016,3,15147,40.498218,-79.83426
"8152",8152,146552,100,"CLd14 Annual Fund","10/28/2002 0:00","clS",NA,NA,NA,NA,NA,"21740-1791",2016,4,15238,40.518701,-79.86744
"8153",8153,3085534,300,"CLd16 Cerveris Cabaret Event","6/19/2015 0:00",NA,NA,NA,NA,NA,NA,"15090-8362",2013,12,15241,40.329619,-80.07364
"8154",8154,294942,25,"CLd13 Annual Fund","6/17/2000 0:00","clS","clS",NA,NA,NA,NA,"15108-2933",2000,9,15136,40.471618,-80.07695
"8155",8155,48456,25,"CLd14 Annual Fund","9/1/2015 0:00",NA,NA,NA,NA,NA,NA,"15217-1055",2014,11,15061,40.677132,-80.28881
"8156",8156,3347847,100,"CLd13 Annual Fund","10/27/2015 0:00","clS",NA,"ptS",NA,NA,NA,"15221-3674",2001,12,15017,40.351802,-80.11534
"8157",8157,3027231,500,"CLd17 Taste for Talent","1/30/2006 0:00","clS",NA,NA,NA,NA,NA,"15090-1003",2013,4,15946,40.384718,-78.6651
"8158",8158,3003721,20,"CLd11 Annual Fund","2/15/2002 0:00","clS",NA,NA,NA,NA,NA,"15057-2375",1996,7,15044,40.631011,-79.95766
"8159",8159,3850970,25,"CLd13 Annual Fund","11/20/2007 0:00","bwS",NA,NA,NA,NA,NA,"15301-8735",2012,11,15601,40.298765,-79.54126
"8160",8160,3942461,50,"CLd13 Annual Fund","8/9/2009 0:00","ptT",NA,NA,NA,NA,NA,"15241-2314",2012,8,15317,40.26819,-80.16222
"8161",8161,4065254,100,"CLd11 Annual Fund","2/24/2003 0:00","clS",NA,"ptT",NA,NA,NA,"15522-1863",2016,3,16063,40.783001,-80.13343
"8162",8162,3789936,100,"CLd16 Annual Fund","3/12/2013 0:00",NA,NA,NA,NA,NA,NA,"15101-3136",2001,9,15221,40.438035,-79.87191
"8163",8163,3064798,250,"CLd12 Annual Fund","6/19/2009 0:00",NA,"clS",NA,NA,NA,NA,"15301-8044",2004,6,15340,40.290375,-80.31845
"8164",8164,3209645,100,"CLd16 Annual Fund","5/2/2016 0:00","bwS",NA,"btS",NA,NA,NA,"15044-7804",2016,3,15090,40.617016,-80.05916
"8165",8165,3332827,100,"CLd15 Annual Fund","3/21/2016 0:00","ptS",NA,NA,NA,NA,NA,"15137-1946",2013,10,16046,40.695658,-80.03359
"8166",8166,333015,26.75,"CLd13 Annual Fund","11/29/2010 0:00",NA,NA,NA,NA,NA,NA,"15063-1137",2012,9,15143,40.561091,-80.15554
"8167",8167,150693,50,"CLd01 Annual Fund","9/22/2011 0:00","clS",NA,NA,NA,NA,NA,"15137-1912",2014,8,15005,40.641066,-80.20599
"8168",8168,3028527,50,"CLd16 Annual Fund","9/24/2012 0:00","clS",NA,NA,"ptS",NA,NA,"15090-7003",2012,5,15626,40.409992,-79.57266
"8169",8169,3874510,25,"CLd09 Annual Fund","4/26/2015 0:00",NA,"poS","poS",NA,NA,NA,"15239-2357",2009,1,15237,40.552768,-80.03227
"8170",8170,115577,100,"CLd14 Annual Fund","9/24/2012 0:00","bwS",NA,NA,NA,NA,NA,"15229-1929",2014,3,15090,40.617016,-80.05916
"8171",8171,179059,10,"CLd14 Wine Tasting & Auction","6/26/2012 0:00","ptT","clS",NA,NA,NA,NA,"15332-1504",2016,7,15055,40.304019,-80.12246
"8172",8172,63307,25,"CLd06 Annual Fund","4/4/2013 0:00",NA,NA,NA,"poS",NA,NA,"15642-5633",2013,5,15205,40.436618,-80.07289
"8173",8173,4064849,50,"CLd15 Annual Fund","1/22/2016 0:00","clS","btS",NA,NA,NA,NA,"15227-1823",2009,7,15071,40.420319,-80.18692
"8174",8174,334595,180,"CLd16 Annual Fund","5/5/2016 0:00",NA,NA,NA,"poS",NA,NA,"15601-8405",2016,7,15102,40.324535,-80.03864
"8175",8175,3886459,50,"CLd15 Annual Fund","3/12/2014 0:00",NA,NA,NA,NA,NA,NA,"15650-2408",2016,2,15317,40.26819,-80.16222
"8176",8176,4062228,250,"CLd16 Wine Tasting & Auction","8/22/2016 0:00",NA,NA,NA,NA,NA,NA,"15202-2824",2009,8,15206,40.468968,-79.91863
"8177",8177,3098992,50,"CLd14 Wine Tasting & Auction","11/21/2016 0:00","bwS",NA,NA,NA,NA,NA,"15065-1333",1999,10,15243,40.372669,-80.0712
"8178",8178,3244277,300,"CLd00 Annual Fund","12/29/2014 0:00",NA,NA,NA,NA,NA,NA,"15101-2152",2014,9,15224,40.463463,-79.94612
"8179",8179,3076539,100,"CLd11 Annual Fund","7/29/2011 0:00","clS",NA,NA,NA,NA,NA,"15090-7331",2006,10,43953,40.369467,-80.70251
"8180",8180,3384869,250,"CLd07 Annual Fund","6/2/2016 0:00","ptS",NA,NA,NA,NA,NA,"15222-3703",2015,9,15222,40.447036,-79.99313
"8181",8181,4006349,100,"CLd15 Annual Fund","8/17/2010 0:00",NA,NA,NA,"ptS",NA,NA,"15636-1317",2012,3,15101,40.570915,-79.96033
"8182",8182,3190938,25,"CLd13 Annual Fund","4/5/1999 0:00",NA,NA,NA,NA,NA,NA,"15204-1307",2016,3,26508,39.61098,-79.89947
"8183",8183,3247082,250,"CLd01 Annual Fund","5/31/2013 0:00",NA,NA,"poS",NA,NA,NA,"16066-4134",2015,7,16063,40.783001,-80.13343
"8184",8184,3071360,50,"CLd10 Annual Fund","5/7/2016 0:00","ptT",NA,NA,NA,NA,NA,"15060-0425",2015,8,15236,40.342869,-79.97929
"8185",8185,10787,10,"CLd13 Annual Fund","3/26/2012 0:00","clS",NA,NA,NA,NA,NA,"15226-1953",2011,6,15222,40.447036,-79.99313
"8186",8186,3227424,25,"CLd04 Annual Fund","4/8/2014 0:00",NA,NA,NA,NA,NA,NA,"15129-8892",2010,9,15101,40.570915,-79.96033
"8187",8187,4055044,72,"CLd08 Annual Fund","6/27/2016 0:00",NA,NA,NA,NA,NA,NA,"15215-1042",2012,12,15071,40.420319,-80.18692
"8188",8188,3207990,500,"CLd10 Annual Fund","3/26/2010 0:00","clS",NA,NA,NA,NA,NA,"15007-0331",2013,2,15218,40.424336,-79.88725
"8189",8189,3496804,250,"CLd14 Annual Fund","7/27/2012 0:00",NA,NA,NA,NA,NA,NA,"15009-3027",2013,11,15215,40.497701,-79.9157
"8190",8190,198755,150,"CLd11 Annual Fund","4/4/2014 0:00","clS",NA,NA,NA,NA,NA,"16335-2906",2006,10,15237,40.552768,-80.03227
